Arrival.Date,Departure.Date,Room.Type,Accommodation.Type,Best.Available.Rate,Step.Into.Summer.1.Night,Advance.Purchase.Promotion,get_date,Departure.Date_Weekday,Arrival.Date.Weekday,get_date.Weekday,nDays_rates
9/20/2017,9/21/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,378.5,381.6,7/26/2017,Thu,Wed,Wed,56
9/20/2017,9/21/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",449,375.4,381.6,7/26/2017,Thu,Wed,Wed,56
9/20/2017,9/21/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,301.8,313.6,7/26/2017,Thu,Wed,Wed,56
9/21/2017,9/22/2017,DELUXE,"1 King Bed, Deluxe Room",379,307.3,322.1,7/26/2017,Fri,Thu,Wed,57
9/21/2017,9/22/2017,DELUXE,"1 Queen Bed, Deluxe Room",379,305.1,322.1,7/26/2017,Fri,Thu,Wed,57
9/21/2017,9/22/2017,DELUXE,"2 Full Size Beds, Deluxe Room",389,312.1,330.6,7/26/2017,Fri,Thu,Wed,57
9/21/2017,9/22/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,329.3,339.1,7/26/2017,Fri,Thu,Wed,57
9/21/2017,9/22/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,347.5,356.1,7/26/2017,Fri,Thu,Wed,57
9/21/2017,9/22/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,378.5,381.6,7/26/2017,Fri,Thu,Wed,57
9/21/2017,9/22/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",449,375.4,381.6,7/26/2017,Fri,Thu,Wed,57
9/21/2017,9/22/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,301.8,313.6,7/26/2017,Fri,Thu,Wed,57
9/22/2017,9/23/2017,DELUXE,"1 King Bed, Deluxe Room",379,307.3,322.1,7/26/2017,Sat,Fri,Wed,58
9/22/2017,9/23/2017,DELUXE,"2 Full Size Beds, Deluxe Room",389,312.1,330.6,7/26/2017,Sat,Fri,Wed,58
9/22/2017,9/23/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,329.3,339.1,7/26/2017,Sat,Fri,Wed,58
9/22/2017,9/23/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,347.5,356.1,7/26/2017,Sat,Fri,Wed,58
9/22/2017,9/23/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,378.5,381.6,7/26/2017,Sat,Fri,Wed,58
9/22/2017,9/23/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,301.8,313.6,7/26/2017,Sat,Fri,Wed,58
9/23/2017,9/24/2017,DELUXE,"1 King Bed, Deluxe Room",409,307.3,347.6,7/26/2017,Sun,Sat,Wed,59
9/23/2017,9/24/2017,DELUXE,"2 Full Size Beds, Deluxe Room",419,312.1,356.1,7/26/2017,Sun,Sat,Wed,59
9/23/2017,9/24/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",449,347.5,381.6,7/26/2017,Sun,Sat,Wed,59
9/23/2017,9/24/2017,PREMIER SUITE,"1 King Bed, Premier Suite",479,378.5,407.1,7/26/2017,Sun,Sat,Wed,59
9/23/2017,9/24/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",479,375.4,407.1,7/26/2017,Sun,Sat,Wed,59
9/23/2017,9/24/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",399,301.8,339.1,7/26/2017,Sun,Sat,Wed,59
7/27/2017,7/28/2017,DELUXE,"1 Queen Bed, Deluxe Room",329,296.1,311.1,7/27/2017,Fri,Thu,Thu,0
7/27/2017,7/28/2017,DELUXE,"2 Full Size Beds, Deluxe Room",339,305.1,322,7/27/2017,Fri,Thu,Thu,0
7/27/2017,7/28/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,287.1,316.1,7/27/2017,Fri,Thu,Thu,0
7/28/2017,7/29/2017,DELUXE,"1 King Bed, Deluxe Room",299,307.3,317.7,7/27/2017,Sat,Fri,Thu,1
7/28/2017,7/29/2017,DELUXE,"2 Full Size Beds, Deluxe Room",309,312.1,322,7/27/2017,Sat,Fri,Thu,1
7/28/2017,7/29/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,301.8,316.1,7/27/2017,Sat,Fri,Thu,1
7/29/2017,7/30/2017,DELUXE,"1 King Bed, Deluxe Room",329,307.3,317.7,7/27/2017,Sun,Sat,Thu,2
7/29/2017,7/30/2017,DELUXE,"1 Queen Bed, Deluxe Room",329,305.1,311.1,7/27/2017,Sun,Sat,Thu,2
7/29/2017,7/30/2017,PREMIER SUITE,"1 King Bed, Premier Suite",399,378.5,394.5,7/27/2017,Sun,Sat,Thu,2
7/29/2017,7/30/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,301.8,316.1,7/27/2017,Sun,Sat,Thu,2
7/30/2017,7/31/2017,DELUXE,"1 King Bed, Deluxe Room",309,278.1,262.6,7/27/2017,Mon,Sun,Thu,3
7/30/2017,7/31/2017,DELUXE,"1 Queen Bed, Deluxe Room",299,269.1,254.2,7/27/2017,Mon,Sun,Thu,3
7/30/2017,7/31/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",319,287.1,271.1,7/27/2017,Mon,Sun,Thu,3
7/30/2017,7/31/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",339,305.1,288.1,7/27/2017,Mon,Sun,Thu,3
7/30/2017,7/31/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",399,359.1,339.1,7/27/2017,Mon,Sun,Thu,3
7/30/2017,7/31/2017,PREMIER SUITE,"1 King Bed, Premier Suite",369,332.1,313.6,7/27/2017,Mon,Sun,Thu,3
7/30/2017,7/31/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,7/27/2017,Mon,Sun,Thu,3
7/31/2017,8/1/2017,DELUXE,"1 King Bed, Deluxe Room",449,404.1,381.6,7/27/2017,Tue,Mon,Thu,4
7/31/2017,8/1/2017,DELUXE,"1 Queen Bed, Deluxe Room",439,395.1,373.1,7/27/2017,Tue,Mon,Thu,4
7/31/2017,8/1/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",459,413.1,390.1,7/27/2017,Tue,Mon,Thu,4
7/31/2017,8/1/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",479,431.1,407.1,7/27/2017,Tue,Mon,Thu,4
7/31/2017,8/1/2017,PREMIER SUITE,"1 King Bed, Premier Suite",509,458.1,432.6,7/27/2017,Tue,Mon,Thu,4
7/31/2017,8/1/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",429,386.1,364.6,7/27/2017,Tue,Mon,Thu,4
8/1/2017,8/2/2017,DELUXE,"1 King Bed, Deluxe Room",489,307.3,415.6,7/27/2017,Wed,Tue,Thu,5
8/1/2017,8/2/2017,DELUXE,"1 Queen Bed, Deluxe Room",479,305.1,407.1,7/27/2017,Wed,Tue,Thu,5
8/1/2017,8/2/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",519,347.5,441.1,7/27/2017,Wed,Tue,Thu,5
8/1/2017,8/2/2017,PREMIER SUITE,"1 King Bed, Premier Suite",549,378.5,466.6,7/27/2017,Wed,Tue,Thu,5
8/1/2017,8/2/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",469,301.8,398.6,7/27/2017,Wed,Tue,Thu,5
8/2/2017,8/3/2017,DELUXE,"2 Full Size Beds, Deluxe Room",379,312.1,322.1,7/27/2017,Thu,Wed,Thu,6
8/2/2017,8/3/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,329.3,339.1,7/27/2017,Thu,Wed,Thu,6
8/2/2017,8/3/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,347.5,356.1,7/27/2017,Thu,Wed,Thu,6
8/2/2017,8/3/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",479,414.5,407.1,7/27/2017,Thu,Wed,Thu,6
8/2/2017,8/3/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,378.5,381.6,7/27/2017,Thu,Wed,Thu,6
8/2/2017,8/3/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,301.8,313.6,7/27/2017,Thu,Wed,Thu,6
8/3/2017,8/4/2017,DELUXE,"2 Full Size Beds, Deluxe Room",389,312.1,330.6,7/27/2017,Fri,Thu,Thu,7
8/3/2017,8/4/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,347.5,356.1,7/27/2017,Fri,Thu,Thu,7
8/3/2017,8/4/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,301.8,313.6,7/27/2017,Fri,Thu,Thu,7
8/4/2017,8/5/2017,DELUXE,"1 King Bed, Deluxe Room",299,269.1,254.2,7/27/2017,Sat,Fri,Thu,8
8/4/2017,8/5/2017,DELUXE,"1 Queen Bed, Deluxe Room",299,269.1,254.2,7/27/2017,Sat,Fri,Thu,8
8/4/2017,8/5/2017,DELUXE,"2 Full Size Beds, Deluxe Room",309,278.1,262.6,7/27/2017,Sat,Fri,Thu,8
8/4/2017,8/5/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,7/27/2017,Sat,Fri,Thu,8
8/5/2017,8/6/2017,DELUXE,"1 King Bed, Deluxe Room",329,296.1,279.6,7/27/2017,Sun,Sat,Thu,9
8/5/2017,8/6/2017,DELUXE,"1 Queen Bed, Deluxe Room",329,296.1,279.6,7/27/2017,Sun,Sat,Thu,9
8/5/2017,8/6/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,287.1,271.1,7/27/2017,Sun,Sat,Thu,9
8/6/2017,8/7/2017,DELUXE,"1 King Bed, Deluxe Room",309,278.1,262.6,7/27/2017,Mon,Sun,Thu,10
8/6/2017,8/7/2017,DELUXE,"1 Queen Bed, Deluxe Room",299,269.1,254.2,7/27/2017,Mon,Sun,Thu,10
8/6/2017,8/7/2017,DELUXE,"2 Full Size Beds, Deluxe Room",299,269.1,254.2,7/27/2017,Mon,Sun,Thu,10
8/6/2017,8/7/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",339,305.1,288.1,7/27/2017,Mon,Sun,Thu,10
8/6/2017,8/7/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",399,359.1,339.1,7/27/2017,Mon,Sun,Thu,10
8/6/2017,8/7/2017,PREMIER SUITE,"1 King Bed, Premier Suite",369,332.1,313.6,7/27/2017,Mon,Sun,Thu,10
8/6/2017,8/7/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,7/27/2017,Mon,Sun,Thu,10
8/7/2017,8/8/2017,DELUXE,"1 Queen Bed, Deluxe Room",479,431.1,407.1,7/27/2017,Tue,Mon,Thu,11
8/7/2017,8/8/2017,DELUXE,"2 Full Size Beds, Deluxe Room",479,431.1,407.1,7/27/2017,Tue,Mon,Thu,11
8/7/2017,8/8/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",499,449.1,424.1,7/27/2017,Tue,Mon,Thu,11
8/7/2017,8/8/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",519,467.1,441.1,7/27/2017,Tue,Mon,Thu,11
8/7/2017,8/8/2017,PREMIER SUITE,"1 King Bed, Premier Suite",549,494.1,466.6,7/27/2017,Tue,Mon,Thu,11
8/7/2017,8/8/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",549,494.1,466.6,7/27/2017,Tue,Mon,Thu,11
8/7/2017,8/8/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",469,422.1,398.6,7/27/2017,Tue,Mon,Thu,11
8/8/2017,8/9/2017,,,420,327.6,402.9,7/27/2017,Wed,Tue,Thu,12
8/9/2017,8/10/2017,DELUXE,"1 King Bed, Deluxe Room",449,404.1,381.6,7/27/2017,Thu,Wed,Thu,13
8/9/2017,8/10/2017,DELUXE,"2 Full Size Beds, Deluxe Room",439,395.1,373.1,7/27/2017,Thu,Wed,Thu,13
8/9/2017,8/10/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",459,413.1,390.1,7/27/2017,Thu,Wed,Thu,13
8/9/2017,8/10/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",479,431.1,407.1,7/27/2017,Thu,Wed,Thu,13
8/9/2017,8/10/2017,PREMIER SUITE,"1 King Bed, Premier Suite",509,458.1,432.6,7/27/2017,Thu,Wed,Thu,13
8/9/2017,8/10/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",429,386.1,364.6,7/27/2017,Thu,Wed,Thu,13
8/10/2017,8/11/2017,DELUXE,"1 King Bed, Deluxe Room",329,296.1,279.6,7/27/2017,Fri,Thu,Thu,14
8/10/2017,8/11/2017,DELUXE,"2 Full Size Beds, Deluxe Room",339,305.1,288.1,7/27/2017,Fri,Thu,Thu,14
8/10/2017,8/11/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",349,314.1,296.6,7/27/2017,Fri,Thu,Thu,14
8/10/2017,8/11/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",369,332.1,313.6,7/27/2017,Fri,Thu,Thu,14
8/10/2017,8/11/2017,PREMIER SUITE,"1 King Bed, Premier Suite",399,359.1,339.1,7/27/2017,Fri,Thu,Thu,14
8/10/2017,8/11/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,287.1,271.1,7/27/2017,Fri,Thu,Thu,14
8/11/2017,8/12/2017,DELUXE,"1 King Bed, Deluxe Room",329,296.1,279.6,7/27/2017,Sat,Fri,Thu,15
8/11/2017,8/12/2017,DELUXE,"2 Full Size Beds, Deluxe Room",339,305.1,288.1,7/27/2017,Sat,Fri,Thu,15
8/11/2017,8/12/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,287.1,271.1,7/27/2017,Sat,Fri,Thu,15
8/12/2017,8/13/2017,DELUXE,"1 King Bed, Deluxe Room",329,296.1,279.6,7/27/2017,Sun,Sat,Thu,16
8/12/2017,8/13/2017,DELUXE,"2 Full Size Beds, Deluxe Room",339,305.1,288.1,7/27/2017,Sun,Sat,Thu,16
8/12/2017,8/13/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",349,314.1,296.6,7/27/2017,Sun,Sat,Thu,16
8/12/2017,8/13/2017,PREMIER SUITE,"1 King Bed, Premier Suite",399,359.1,339.1,7/27/2017,Sun,Sat,Thu,16
8/12/2017,8/13/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,287.1,271.1,7/27/2017,Sun,Sat,Thu,16
8/13/2017,8/14/2017,DELUXE,"1 King Bed, Deluxe Room",309,278.1,262.6,7/27/2017,Mon,Sun,Thu,17
8/13/2017,8/14/2017,DELUXE,"1 Queen Bed, Deluxe Room",299,269.1,254.2,7/27/2017,Mon,Sun,Thu,17
8/13/2017,8/14/2017,DELUXE,"2 Full Size Beds, Deluxe Room",299,269.1,254.2,7/27/2017,Mon,Sun,Thu,17
8/13/2017,8/14/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",319,287.1,271.1,7/27/2017,Mon,Sun,Thu,17
8/13/2017,8/14/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",339,305.1,288.1,7/27/2017,Mon,Sun,Thu,17
8/13/2017,8/14/2017,PREMIER SUITE,"1 King Bed, Premier Suite",369,332.1,313.6,7/27/2017,Mon,Sun,Thu,17
8/13/2017,8/14/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,7/27/2017,Mon,Sun,Thu,17
8/14/2017,8/15/2017,DELUXE,"1 King Bed, Deluxe Room",339,305.1,288.1,7/27/2017,Tue,Mon,Thu,18
8/14/2017,8/15/2017,DELUXE,"1 Queen Bed, Deluxe Room",329,296.1,279.6,7/27/2017,Tue,Mon,Thu,18
8/14/2017,8/15/2017,DELUXE,"2 Full Size Beds, Deluxe Room",329,296.1,279.6,7/27/2017,Tue,Mon,Thu,18
8/14/2017,8/15/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",349,314.1,296.6,7/27/2017,Tue,Mon,Thu,18
8/14/2017,8/15/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",369,332.1,313.6,7/27/2017,Tue,Mon,Thu,18
8/14/2017,8/15/2017,PREMIER SUITE,"1 King Bed, Premier Suite",399,359.1,339.1,7/27/2017,Tue,Mon,Thu,18
8/14/2017,8/15/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,287.1,271.1,7/27/2017,Tue,Mon,Thu,18
8/15/2017,8/16/2017,DELUXE,"1 King Bed, Deluxe Room",389,350.1,330.6,7/27/2017,Wed,Tue,Thu,19
8/15/2017,8/16/2017,DELUXE,"1 Queen Bed, Deluxe Room",379,341.1,322.1,7/27/2017,Wed,Tue,Thu,19
8/15/2017,8/16/2017,DELUXE,"2 Full Size Beds, Deluxe Room",379,341.1,322.1,7/27/2017,Wed,Tue,Thu,19
8/15/2017,8/16/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,359.1,339.1,7/27/2017,Wed,Tue,Thu,19
8/15/2017,8/16/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,377.1,356.1,7/27/2017,Wed,Tue,Thu,19
8/15/2017,8/16/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,404.1,381.6,7/27/2017,Wed,Tue,Thu,19
8/15/2017,8/16/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,332.1,313.6,7/27/2017,Wed,Tue,Thu,19
8/16/2017,8/17/2017,DELUXE,"1 King Bed, Deluxe Room",339,305.1,288.1,7/27/2017,Thu,Wed,Thu,20
8/16/2017,8/17/2017,DELUXE,"1 Queen Bed, Deluxe Room",329,296.1,279.6,7/27/2017,Thu,Wed,Thu,20
8/16/2017,8/17/2017,DELUXE,"2 Full Size Beds, Deluxe Room",329,296.1,279.6,7/27/2017,Thu,Wed,Thu,20
8/16/2017,8/17/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",429,386.1,364.6,7/27/2017,Thu,Wed,Thu,20
8/16/2017,8/17/2017,PREMIER SUITE,"1 King Bed, Premier Suite",399,359.1,339.1,7/27/2017,Thu,Wed,Thu,20
8/16/2017,8/17/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,287.1,271.1,7/27/2017,Thu,Wed,Thu,20
8/17/2017,8/18/2017,DELUXE,"1 King Bed, Deluxe Room",329,296.1,279.6,7/27/2017,Fri,Thu,Thu,21
8/17/2017,8/18/2017,DELUXE,"1 Queen Bed, Deluxe Room",329,296.1,279.6,7/27/2017,Fri,Thu,Thu,21
8/17/2017,8/18/2017,DELUXE,"2 Full Size Beds, Deluxe Room",339,305.1,288.1,7/27/2017,Fri,Thu,Thu,21
8/17/2017,8/18/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,287.1,271.1,7/27/2017,Fri,Thu,Thu,21
8/18/2017,8/19/2017,DELUXE,"1 King Bed, Deluxe Room",379,341.1,322.1,7/27/2017,Sat,Fri,Thu,22
8/18/2017,8/19/2017,DELUXE,"1 Queen Bed, Deluxe Room",379,341.1,322.1,7/27/2017,Sat,Fri,Thu,22
8/18/2017,8/19/2017,DELUXE,"2 Full Size Beds, Deluxe Room",389,350.1,330.6,7/27/2017,Sat,Fri,Thu,22
8/18/2017,8/19/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,359.1,339.1,7/27/2017,Sat,Fri,Thu,22
8/18/2017,8/19/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,332.1,313.6,7/27/2017,Sat,Fri,Thu,22
8/19/2017,8/20/2017,DELUXE,"1 King Bed, Deluxe Room",329,307.3,279.6,7/27/2017,Sun,Sat,Thu,23
8/19/2017,8/20/2017,DELUXE,"1 Queen Bed, Deluxe Room",329,305.1,279.6,7/27/2017,Sun,Sat,Thu,23
8/19/2017,8/20/2017,DELUXE,"2 Full Size Beds, Deluxe Room",339,312.1,288.1,7/27/2017,Sun,Sat,Thu,23
8/19/2017,8/20/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",349,329.3,296.6,7/27/2017,Sun,Sat,Thu,23
8/19/2017,8/20/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",319,301.8,271.1,7/27/2017,Sun,Sat,Thu,23
8/20/2017,8/21/2017,DELUXE,"1 King Bed, Deluxe Room",309,278.1,262.6,7/27/2017,Mon,Sun,Thu,24
8/20/2017,8/21/2017,DELUXE,"1 Queen Bed, Deluxe Room",299,269.1,254.2,7/27/2017,Mon,Sun,Thu,24
8/20/2017,8/21/2017,DELUXE,"2 Full Size Beds, Deluxe Room",299,269.1,254.2,7/27/2017,Mon,Sun,Thu,24
8/20/2017,8/21/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",319,287.1,271.1,7/27/2017,Mon,Sun,Thu,24
8/20/2017,8/21/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",339,305.1,288.1,7/27/2017,Mon,Sun,Thu,24
8/20/2017,8/21/2017,PREMIER SUITE,"1 King Bed, Premier Suite",369,332.1,313.6,7/27/2017,Mon,Sun,Thu,24
8/20/2017,8/21/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",369,332.1,313.6,7/27/2017,Mon,Sun,Thu,24
8/20/2017,8/21/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",289,260.1,245.7,7/27/2017,Mon,Sun,Thu,24
8/21/2017,8/22/2017,DELUXE,"1 King Bed, Deluxe Room",389,350.1,330.6,7/27/2017,Tue,Mon,Thu,25
8/21/2017,8/22/2017,DELUXE,"1 Queen Bed, Deluxe Room",379,341.1,322.1,7/27/2017,Tue,Mon,Thu,25
8/21/2017,8/22/2017,DELUXE,"2 Full Size Beds, Deluxe Room",379,341.1,322.1,7/27/2017,Tue,Mon,Thu,25
8/21/2017,8/22/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,359.1,339.1,7/27/2017,Tue,Mon,Thu,25
8/21/2017,8/22/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,377.1,356.1,7/27/2017,Tue,Mon,Thu,25
8/21/2017,8/22/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,404.1,381.6,7/27/2017,Tue,Mon,Thu,25
8/21/2017,8/22/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",449,404.1,381.6,7/27/2017,Tue,Mon,Thu,25
8/21/2017,8/22/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,332.1,313.6,7/27/2017,Tue,Mon,Thu,25
8/22/2017,8/23/2017,DELUXE,"1 King Bed, Deluxe Room",389,350.1,330.6,7/27/2017,Wed,Tue,Thu,26
8/22/2017,8/23/2017,DELUXE,"1 Queen Bed, Deluxe Room",379,341.1,322.1,7/27/2017,Wed,Tue,Thu,26
8/22/2017,8/23/2017,DELUXE,"2 Full Size Beds, Deluxe Room",379,341.1,322.1,7/27/2017,Wed,Tue,Thu,26
8/22/2017,8/23/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",399,359.1,339.1,7/27/2017,Wed,Tue,Thu,26
8/22/2017,8/23/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,377.1,356.1,7/27/2017,Wed,Tue,Thu,26
8/22/2017,8/23/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",479,431.1,407.1,7/27/2017,Wed,Tue,Thu,26
8/22/2017,8/23/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,404.1,381.6,7/27/2017,Wed,Tue,Thu,26
8/22/2017,8/23/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",449,404.1,381.6,7/27/2017,Wed,Tue,Thu,26
8/22/2017,8/23/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,332.1,313.6,7/27/2017,Wed,Tue,Thu,26
8/23/2017,8/24/2017,DELUXE,"2 Full Size Beds, Deluxe Room",519,312.1,441.1,7/27/2017,Thu,Wed,Thu,27
8/23/2017,8/24/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",559,347.5,475.1,7/27/2017,Thu,Wed,Thu,27
8/23/2017,8/24/2017,FREEDOM TRAIL FAMILY SUITE,"1 King & Bunk Beds, Freedom Trail Suite",619,414.5,526.1,7/27/2017,Thu,Wed,Thu,27
8/23/2017,8/24/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",589,375.4,500.6,7/27/2017,Thu,Wed,Thu,27
8/23/2017,8/24/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",509,301.8,432.6,7/27/2017,Thu,Wed,Thu,27
8/24/2017,8/25/2017,DELUXE,"2 Full Size Beds, Deluxe Room",389,312.1,330.6,7/27/2017,Fri,Thu,Thu,28
8/24/2017,8/25/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,347.5,356.1,7/27/2017,Fri,Thu,Thu,28
8/24/2017,8/25/2017,PREMIER SUITE,"1 King Bed, Premier Suite",449,378.5,381.6,7/27/2017,Fri,Thu,Thu,28
8/24/2017,8/25/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,301.8,313.6,7/27/2017,Fri,Thu,Thu,28
8/25/2017,8/26/2017,DELUXE,"2 Full Size Beds, Deluxe Room",389,312.1,330.6,7/27/2017,Sat,Fri,Thu,29
8/25/2017,8/26/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",419,347.5,356.1,7/27/2017,Sat,Fri,Thu,29
8/25/2017,8/26/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",449,375.4,381.6,7/27/2017,Sat,Fri,Thu,29
8/25/2017,8/26/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",369,301.8,313.6,7/27/2017,Sat,Fri,Thu,29
8/26/2017,8/27/2017,DELUXE,"1 King Bed, Deluxe Room",439,395.1,373.1,7/27/2017,Sun,Sat,Thu,30
8/26/2017,8/27/2017,DELUXE,"1 Queen Bed, Deluxe Room",439,395.1,373.1,7/27/2017,Sun,Sat,Thu,30
8/26/2017,8/27/2017,DELUXE,"2 Full Size Beds, Deluxe Room",449,404.1,381.6,7/27/2017,Sun,Sat,Thu,30
8/26/2017,8/27/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",459,413.1,390.1,7/27/2017,Sun,Sat,Thu,30
8/26/2017,8/27/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",479,431.1,407.1,7/27/2017,Sun,Sat,Thu,30
8/26/2017,8/27/2017,PREMIER SUITE,"1 King Bed, Premier Suite",509,458.1,432.6,7/27/2017,Sun,Sat,Thu,30
8/26/2017,8/27/2017,TRADITIONAL,"1 Full Size Bed, Traditional Room",429,386.1,364.6,7/27/2017,Sun,Sat,Thu,30
8/27/2017,8/28/2017,DELUXE,"1 King Bed, Deluxe Room",309,278.1,262.6,7/27/2017,Mon,Sun,Thu,31
8/27/2017,8/28/2017,DELUXE,"1 Queen Bed, Deluxe Room",299,269.1,254.2,7/27/2017,Mon,Sun,Thu,31
8/27/2017,8/28/2017,DELUXE,"2 Full Size Beds, Deluxe Room",299,269.1,254.2,7/27/2017,Mon,Sun,Thu,31
8/27/2017,8/28/2017,EXECUTIVE ROOM,"1 King Bed, Executive Room",319,287.1,271.1,7/27/2017,Mon,Sun,Thu,31
8/27/2017,8/28/2017,EXECUTIVE ROOM,"2 Full Size Beds, Executive Room",339,305.1,288.1,7/27/2017,Mon,Sun,Thu,31
8/27/2017,8/28/2017,PREMIER SUITE,"1 King Bed, Premier Suite",369,332.1,313.6,7/27/2017,Mon,Sun,Thu,31
8/27/2017,8/28/2017,PREMIER SUITE,"2 Queen Beds, Premier Suite",369,332.1,313.6,7/27/2017,Mon,Sun,Thu,31
